employerName	normalizedClientId
freshbenies - Freedom Well Testing LLC	993082771
freshbenies - Techno Rescue	993092797
MetLife - Jordan Ford	993077486
MetLife - Garden Spot Village	993088354
Y Deployment Verification Client	16644
MetLife - ATHENIX CYBER & SIGINT SOLUTIONS, LLC	993078499
Strive - Building Industry Partners 2.0	993072096
Extensis PEO - David Webb LLC	993091221
MetLife - Adams Gabbert And Associates	993072826
Samsung Research America	16673
Van De Pol Enterprises	993006287
Mobis CA	993049269
MetLife - Austin ISD	993013596
MetLife - Goodwill of Delaware and Delaware County	993069719
New Benefits - Clay Behavioral Health	993078767
MetLife - JENKINS RESTORATIONS	993097243
PAL - MVP Pediatric Home Health Corp	993084646
undefined	69420
MetLife - MoneyGram International	99102832
freshbenies - Strategy Engineering & Consulting	993037919
undefined	16581
WS - Novasyte	993066592
MetLife - Addus Homecare Corporation	993078892
MetLife - S And S Investigations	993075126
Hendrick Automotive	16728
MetLife - CITY OF CHATTAHOOCHEE HILLS	993081499
Extensis PEO - Ramsay Fairs LLC	993092206
Extensis PEO - The Ellig Group LLC	993100390
freshbenies - CCL USA Inc	993069267
New Benefits - Baseline Energy Services	993070921
Reynolds American Inc.	10825
MetLife - Winters Instruments	993084714
Target Corporation	936
New Benefits - Park Place Technologies	993066522
Stantec	17647
MetLife - Tinker Federal Credit Union Foundation, Inc.	993010738
South-Western City School District	993044948
freshbenies - Single Stream Recyclers	993081009
MetLife - Diocese of Allentown	993043483
ASCIP - ASCIP -Alliance of Schools For Cooperative Insurance Programs	993018938
ICF	13443
Great Southern Wood	993042021
Extensis PEO - Louzoun Enterprises Inc	993091809
Anthem - TECHNICOLOR	COMPASS9943
MetLife - A.M. Castle & Co.	992017929
undefined	7509
MetLife - Postal Center International Inc	993089051
Bartow County Government	993050707
MetLife - Physicians Care Alliance	993068566
Airgas	7961
New Benefits - Principal Services	COMPASS8350
Extensis PEO - Aka Nyc Limited	993091814
MetLife - B1BANK	993078904
MetLife - Ensolum	993100264
freshbenies - G1 Real Estate	993073365
MetLife - Aqua Finance	993052027
Sonaca North America	993013522
Grace	1892
MetLife - PiOrion Solutions Inc	993073699
MetLife - SMA Medical, Inc.	993070854
Alstom Transportation Inc.	99107936
MetLife - OKLAND CONSTRUCTION COMPANY	993084222
Moss & Associates, LLC	16724
Ohio Police & Fire	16618
freshbenies - Michael Waldman Plumbing and Heating, Inc.	993033528
MetLife - AES INDUSTRIES	993081463
HCSC - AgFirst Farm Credit Bank	99104112
MetLife - Moran Foods	992950988
MetLife - Cost Plus	99119304
MetLife - Contentstack Inc.	993084121
MetLife - COOPERATIVE HOUSING FOUNDATION	992157990
North St. Paul Maplewood Oakdale ISD 622	993044703
MetLife - COMPLETE PACKAGING LLC.	993097095
MetLife - G2 Secure Staff, L L C	991123138
MetLife - SUMNERONE	993097410
freshbenies - The Now Massage	993067927
ASM Global	17550
MetLife - Sport Clips	992028610
MetLife - Advanced Technology Services	991132473
Extensis PEO - Digital Atelier LLC	993092332
MetLife - GXO Logistics Inc.	993084167
MetLife - Five Star Bank	992595044
MetLife - Faith Home Healthcare	993073640
MetLife - Katapult Group	993083270
MetLife - MP2 ENTERPRISES	993092749
New Benefits - Roller Law Group	993037775
L Brands	7098
MetLife - MFS SUPPLY LLC	993084203
MetLife - CHOICE USA BEVERAGE INC	993088624
Ramaco Resources	993046827
CVB Industrial Contracting Inc.	993042506
IPR Pharmaceuticals	6801
MetLife - Optimizely	992539888
MetLife - SEKO Global Logistics Network, LLC	993074617
MetLife - Columbus House	993081469
New Benefits - Concrete Supply	993011597
MetLife - Donnelley Financial Solutions	16552
Century Bridge Partners Management LLC	993013018
undefined	17524
freshbenies - New City Fellowship of St Louis	993075552
	16878
Extensis PEO - RAARE SOLUTIONS LLC	993091425
Extensis PEO - APPAREL DATA SOLUTIONS LLC	993099997
MetLife - WP Engine	992668920
MetLife - Gates	99101876
Constellation	17521
freshbenies - Make-A-Day Foundation	993097490
MetLife - NATIONAL FLOOD SERVICES	993084214
Duke Energy Corporation	5911
PNM Resources Inc.	8934
Macy's	2360
undefined	17546
MetLife - Wilson Senior Care	993082543
Alvarez & Marsal Holdings, LLC	992006894
MetLife - Schneider Enterprise Resources	993078986
Endurance Poly Producers	993072890
Strive - A. N. Deringer	993073366
freshbenies - Dezine News	993011527
MetLife - Native American Community Clinic	993082497
MetLife - Renaissance Arts and Education	993078523
Crystal Lake Schools 47	993045517
MetLife - The TCW Group, Inc	993046270
MetLife - BevSource	993080707
Hillsborough County Public Schools	25147
MetLife - Pentair	993024730
Extensis PEO - cloudrise	993082062
Extensis PEO - Quantitative Brokers	993079550
MetLife - SPECIAL EDUCATION SERVICES	993078996
MetLife - CASH FLOW MANAGEMENT, INC BENEFITS PLAN	993086065
Univision	16597
Extensis PEO - Bungalow Funding, LLC.	993092144
MetLife - Red Ledges Land Development, Inc	993094232
MetLife - Genric Inc	993072843
Henry Schein Financial Services	993089230
Anthem - Allison Transmission Holdings, Inc.	COMPASS9855
freshbenies - Somar Creations LLC	993032534
MetLife - Heritage Enterprises	991132797
Metz Culinary Management Inc.	993050690
MetLife - Niemann Foods	991123540
CareFirst	99105897
USG Corporation	729
MetLife - Entertainment Benefits Group	993071171
Relation Insurance - Everest Rehabilitation Hospitals, LLC	993093142
MetLife - KLA	993078962
MetLife - The Arc Of The Ozarks	993044239
MetLife - NORTH AMERICAN ARMS	993097475
freshbenies - ZGSS	993081015
MetLife - Otb Acquisition	992028897
Diversicare	993050519
Extensis PEO - NARRAGANSETT HOUSING DEVELOPMENT FUND CORP	993091175
MetLife - Joe Hudson's Collision Center	993050212
Extensis PEO - Balbec Capital LP	993091802
Anthem - LG&E Energy LLC	COMPASS9874
Strive - Slync, Inc.	993077428
MetLife - Doctor on Demand Professional PC	993078933
MetLife - TSG DEVELOPMENTS INVESTMENTS, INC.	992955710
MetLife - The Horton Group Inc	COMPASS8896
MetLife - Access Healthcare	993072475
MetLife - Peoria Production Shop	993078518
Extensis PEO - Young Survival Coalition Inc	993092371
Formosa Plastics	16702
Cigna - Hanesbrands	99100008
freshbenies - Salmon Group	993070183
freshbenies - TradePending	993074183
MetLife - Boys & Girls Clubs of King County	2427
MetLife - LOFTNESS SPECIALIZED FARM EQUIPMENT, INC.	993089047
freshbenies - Infinite Health & Spine Center	993068824
MetLife - Dan T. Moore Companies	993092708
MetLife - Wakefern Food	99122594
Solvay USA Inc.	5077
Parker University	993012842
JKJ Benefits	992961019
MetLife - INTERIMAGE, INC.	993070844
MetLife - WESTERN DIESEL SERVICES, INC.	993073745
MetLife - TSYMMETRY INC.	993097429
Extensis PEO - Logistics Management Institute	993045875
MetLife - ONE AUTOMOTIVE GROUP	993082511
MetLife - LTC Houston Management LLC dba Momentum Skilled S	993097259
Extensis PEO - Innovaderm Research Ltd	993092526
TTM Technologies	16187
MetLife - ACADEMIC ALLIANCE IN DERMATOLOGY	993078891
freshbenies - Endeavor Risk Advisors	993050230
Dematic	13599
Bywater - Blast-One International	993074176
MetLife - The North Texas Municipal Water District	993075891
TechnipFMC	9252
MetLife - HPS Advisory Services, LLC	993070843
MetLife - ProVeyance Holdings, LLC	993012699
freshbenies - Forever Maryland Foundation	993070762
MetLife - Lehi City	993078964
International Association of Foundation Drilling	993012522
Dyno Nobel	992080143
Anthem - MUFG Bank	COMPASS10797
MetLife - Emanuelson Podas	993093178
BNY Mellon	2789
freshbenies - The Event Lounge	993011162
Ocean State Veterinary Specialists	993011546
MetLife - ROCKET FARM RESTAURANTS	993078983
Kutol Products Co. Inc.	993012353
TSL Staff Leasing - Buena Vista Turf Farm LLC	COMPASS11396
MetLife - Smile Brands Group Inc.	COMPASS10768
Extensis PEO - JOEY JACKSON LAW, PLLC.	993092341
MetLife - SKYLINE DISPLAYS	993078993
freshbenies - Signature Consulting Group LLC	993033140
MetLife - STCHEALTH LLC	993097407
MetLife - ENGAGEMED	993078937
MetLife - Pitney Bowes	99102016
MetLife - Cardinal Of Minnesota (Arresia)	993072557
MetLife - HARMONY HEALTHCARE IT	993084168
MetLife - ColorArt Printing LLC	993071814
freshbenies - Sandstrom Partner	993011629
freshbenies - Aspen Healthcare Services	993081350
Navicent Health	16138
MetLife - Adena Health System	992155045
MetLife - Primary Care Partners	993068262
freshbenies - GeoStructures	993082718
Value Drug Company, Inc.	993031784
MetLife - CAFE VALLEY BAKERY	993078916
TSL Staff Leasing - Auger Drilling	993011735
MetLife - Inland Packaging	993067876
Maximus	17655
GTP Corp.	14664
New Benefits - City of Decatur	993013647
MetLife - Highland Ventures, Ltd.	992997895
Don Davis Auto Group	993013511
PAL - C Cubed Enterprise	993068255
MetLife - RWDC INDUSTRIES LLC	993078826
Extensis PEO - DeNovix Inc	993091597
Aramco	16465
BCBSNC House Account	COMPASS10849
MetLife - Independence Pet Group	993078701
MetLife - STX Beef	993073718
MetLife - DYNAMIC INFUSION THERAPY, INC.	993081943
Extensis PEO - 55 Us Inc	993091423
MetLife - DRAPER CITY	993092740
MetLife - BSC ADMINISTRATION LLC DBA BELL SUPPLY	993084106
MetLife - WELDING TECHNOLOGY CORP	993084302
freshbenies - ClearSight Center	993073873
MetLife - Origins Behavioral Healthcare	993068576
freshbenies - Mayer LLP	993088365
BlueTriton Brands, Inc.	5154
Raytheon Technologies	1638
Duff & Phelps 	4555
MetLife - RIVULIS IRRIGATION	993068187
MetLife - American Behavioral Health Systems	993087238
freshbenies - McClure Engineering Company	993017380
Extensis PEO - Best Accessory Group LLC	993091266
MetLife - Fallon Health	993041531
Science Applications International Corporation (SAIC)	COMPASS9771
MetLife - Aon Corporation	2233
MetLife - GRAND PORTAGE BAND OF LAKE SUPERIOR CHIPPEWA	993097128
freshbenies - Gable	993069271
freshbenies - Wang Vision Institute	993033464
MetLife - Kraton Corporation	991131247
freshbenies - Americas Mailbox	993073522
freshbenies - Powerhouse Animation	993081012
MetLife - THREE POINTS CENTER LLC	993084279
New Benefits - Boundless Benefits	14063
MetLife - Gatesville Independent School District	993069869
MetLife - GOODWILL OF SOUTHWESTERN PENNSYLVANIA	992158114
ascena Retail Group, Inc	16636
freshbenies - Promiseland San Marcos, Inc.	993084785
MetLife - EQUILIEM GROUP	993097114
MetLife - Center School District	993010831
MetLife - Christenson Transportation Inc	993082805
PAL - Heritage Convalescent Center Ltd.	993016324
freshbenies - Commercial Vehicle Repair Specialists Inc	993082729
Extensis PEO - Annovis Bio, Inc.	993091004
Extensis PEO - PTW North America Corporation	993091222
MetLife - Advertising Specialty Institute Inc.	993097045
MetLife - Energy Transportation	993067913
MetLife - The Corradino Group	993087272
MetLife - Intellihot - Illinois	993097467
MetLife - CAPITOL FEDERAL SAVINGS BANK	993078918
MetLife - Comanche ISD	993092737
Kentucky Society of Certified Public Accountants	993012758
Change Healthcare	13074
MetLife - Empres Healthcare Group, Inc.	992992245
MetLife - Welbe Healthdba WelbeHealth	993079018
freshbenies - International Spanish Language Academy	993071962
Rakuten USA	16708
City of Fort Worth	992008710
freshbenies - Bruce Wall Systems Corp	993073525
Extensis PEO - G-RADAR LLC	993090866
MetLife - Envision AESC	993070631
freshbenies - Gompers	993051990
Rich Products Corporation	10542
MetLife - Clark Equipment Company	991123024
MetLife - Cyracom	993050825
MetLife - Saline Lectronics, Inc.	993069059
MetLife - Texico Municipal Schoo	993073726
Handy & Harman	16397
HCSC - Primoris Corporation	992017538
freshbenies - Carbon6 Technologies	993081602
MetLife - Atalian Global Services, Inc.	992982347
Silgan Dispensing Systems Corp	13245
freshbenies - Kindly Human	993088665
Extensis PEO - PGN Architects LLC	993091376
Circle-S Energy, LLC	993006347
Extensis PEO - SolarStone Development, LLC	993091243
MetLife - TRAFFIC MANAGEMENT, INC.	993073731
freshbenies - Eagle Rubber & Supply	993090644
MetLife - LESLIE EQUIPMENT COMPANY	993092843
New Benefits - US Institute of Regenerative Medicine	993068476
Extensis PEO - BeautyFix Enteprises LLC	993091586
freshbenies - Pond Insurance Agency	992958879
MetLife - BioMatrix Specialty Pharmacy, LLC	993076721
Extensis PEO - Globetom LLC	993092187
freshbenies - Logistics Applications	993070766
Campbell's	1955
MetLife - Grainger	1874
X Deployment Verification Client traditional	99996
MetLife - California Internet, LP dba GeoLinks	993073607
MetLife - Harrisonville Cass R 1X	993015841
MetLife - HEALTH RESOURCES OPTIMIZATION INC	993097131
MetLife - Cincinnati Association For The Blind and Visually	993097084
MetLife - Patterson-Uti Energy, Inc.	993064285
MetLife - INSITRO	993084321
Extensis PEO - Zinntex LLC	993091263
MetLife - Options for All	993070251
MetLife - Comprehensive Interventional Care Centers	993071170
MetLife - Beck Flavors	993076719
MetLife - NEW FREEDOM OPS LLC	993084217
SimplePay - Tim Dahle Auto Group	993081014
Extensis PEO - Sand Grove Capital Management (Delaware), LP	993091991
Extensis PEO - Empower Her Network Inc	993091029
freshbenies - Lawley Automotive Group	993082257
MetLife - CARROLL DISTRIBUTING & CONSTRUCTION SUPPLY INC.	993097077
Fletcher Jones	993051089
MetLife - OpenTeams Inc	993082825
Davidson College	993043318
Zimmer Biomet	4739
WELLth Captive - RDG Planning and Design	993017269
freshbenies - Radiology Regional Center	993082697
Crestline Investors	993006377
MetLife - JACKO LOGISTICS LLC	993097239
undefined	8370
Walgreens/Healthcare Clinic	1040
W Deployment Verification Client	9992
MetLife - Matrix Providers	993073671
MetLife - Western Digital	99104006
Kajima	993041360
MetLife - Consolidated High School District No. 230	991132640
Extensis PEO - PAVE Academy Charter School	12495
Extensis PEO - QCIC Inc	993091435
MetLife - BlueCross BlueShield of Tennessee	99113722
Extensis PEO - Vantage Intelligence (Usa) LLC	993092150
Starbucks	6607
freshbenies - Retina Center of Texas	993088481
MetLife - Transitions at Home	993087274
Rockwell Automation	2525
Arcilla Mining	993048598
MetLife - Sandy Hook Promise	993080742
Omni Hotels Corporation	993050007
Colgate-Palmolive Company	1211
New Benefits - D.P. Preiss	993082867
freshbenies - Nelda C. and H.J. Lutcher Stark Foundation	5962
MetLife - ACLIMA, INC	993082800
PAL - Smith Early Care and Education, LLC	993021713
Extensis PEO - The Partnership To End Homelessness	993091044
MetLife - Seguin Independent School District	992157502
MetLife - Brothers Construction	993069505
MetLife - Cementation USA Inc	993020851
freshbenies - Bridgephase	993069709
undefined	993017435
Extensis PEO - Tuolumne Management, LLC	993092006
MetLife - Thales USA	99119996
Nobilis Operational Services, Inc.	993030579
Vale Group LLC	991182407
MetLife - PINNACLE CLASSICAL ACADEMY	993092841
Success Schools	993006255
MetLife - Xebec Adsorption USA	993078833
MetLife - Oregon Imaging Center	993097282
MetLife - Telix Pharmaceuticals Limited	993082503
Extensis PEO - Alliance Technologies, LLC	993091066
MetLife - Mid America Nazarene University	993015959
Orica	16577
freshbenies - Home Instead Senior Care Alabama	993039477
freshbenies - Southwest Metal Treating	993033536
CCE Inc	993011840
MetLife - Ranger Energy Services, LLC	993008214
MetLife - PROVISIONS GROUP LLC	993097300
freshbenies - Community Investment Management Systems	993011289
Dominion Energy	1377
Express	13469
freshbenies - Q4intelligence	992958907
Argonne	748
MetLife - Ovis	992365234
WS - SIMA Management Corp	993066609
MetLife - SAF-Holland Inc	992014013
National Title Group, LLC	993011901
Abilene Christian University	993051025
MetLife - Campbell Group Associates LLC	993073609
MetLife - SOUTHEAST ENTERTAINMENT RESTAURANT GROUP	993084262
Extensis PEO - New Leaf Venture Partners LLC	993092172
MetLife - SCHMUHL BROTHERS INC. LLC	993092723
freshbenies - Galooli, Inc.	993077213
Calvin Seminary	16501
freshbenies - Kimberly Dawn DeHart LLC	14124
MetLife - McMurry University	993031008
Gulf Coast Authority	993020017
MetLife - CITY OF MANKATO	993097089
Test Core Incentives	COMPASS927
freshbenies - Expert Services, LLC	993081527
Extensis PEO - Rose Agencies, Inc.	993093336
Lackawanna College	993043120
LCMC	993042967
SAZERAC COMPANY	992955014
MetLife - Delaware Valley Community Health, Inc.	993100261
MetLife - COOPERATIVE LAUNDRY SMS	993092842
undefined	470
Harlan Bakeries LLC	993045137
MetLife - Lubbock Cooper Independent School District	993078242
MetLife - Fisher Industries	993075110
Safe Federal Credit Union	993017421
MetLife - First Choice Medical Group of Brevard	993078510
MetLife - Georgetown University	99119994
MetLife - Mega Industries KC	993082331
MetLife - NEXERA HOLDING DBA NEWFI LENDING	993084218
